Date,Solar,Wind Offshore,Wind Onshore,Total generation
2015/01/07 20:15,0,535,12137,73989
2015/01/07 20:30,0,536,12440,73018
2015/01/07 20:45,0,534,12811,72538
2015/01/07 21:00,0,534,13046,72865
2015/01/07 21:15,0,536,13298,72091
2015/01/07 21:30,0,535,13639,70617
2015/01/07 21:45,0,536,13914,70616
2015/01/07 22:00,0,535,13820,69696
2015/01/07 22:15,0,534,13986,68433
2015/01/07 22:30,0,536,14147,67050
2015/01/07 22:45,0,534,14150,67204
2015/01/07 23:00,0,535,14210,66647
2015/01/07 23:15,0,535,14242,66138
2015/01/07 23:30,0,535,14308,65668
2015/01/07 23:45,0,536,14259,65946
